Entity,Code,Year,Other renewables,Biofuels,Solar,Wind,Hydropower,Nuclear,Gas,Oil,Coal
World,OWID_WRL,2025,2906.696,1414.5159,2811.0576,2714.0671,4479.163,8622.399,41860.348,55825.84,46119.5
