Entity,Code,Year,Annual CO₂ emissions
Lithuania,LTU,2024,12541509.0
Colombia,COL,2024,92659384.0
Barbados,BRB,2024,1365171.0
Slovakia,SVK,2024,29090958.0
Kenya,KEN,2024,21225434.0
