Entity,Code,Year,Annual CO₂ emissions
Liechtenstein,LIE,2024,131624.0
Grenada,GRD,2024,376971.0
Mozambique,MOZ,2024,8612630.0
Norway,NOR,2024,37183000.0
Sao Tome and Principe,STP,2024,141779.0
