Entity,Code,Year,Annual CO₂ emissions
Samoa,WSM,2024,245587.0
Cuba,CUB,2024,24440234.0
Azerbaijan,AZE,2024,39830140.0
Bermuda,BMU,2024,550001.0
Micronesia (country),FSM,2024,150626.0
