Entity,Code,Year,Annual CO₂ emissions
Honduras,HND,2024,12854842.0
Malta,MLT,2024,1728766.0
Cote d'Ivoire,CIV,2024,14828585.0
South Sudan,SSD,2024,1695552.0
Bermuda,BMU,2024,550001.0
