Entity,Code,Year,Annual CO₂ emissions
Albania,ALB,2024,4444448.0
Maldives,MDV,2024,2306210.0
South Sudan,SSD,2024,1695552.0
Algeria,DZA,2024,198203180.0
Antarctica,ATA,2024,0.0
