Entity,Code,Year,Annual CO₂ emissions
Seychelles,SYC,2024,652571.0
Guinea-Bissau,GNB,2024,342189.0
Latvia,LVA,2024,6461889.0
Niue,NIU,2024,7627.0
United Kingdom,GBR,2024,312905540.0
