Entity,Code,Year,Annual CO₂ emissions
Moldova,MDA,2024,5326843.0
Ukraine,UKR,2024,142497860.0
Hungary,HUN,2024,40017292.0
Trinidad and Tobago,TTO,2024,34576280.0
Anguilla,AIA,2024,148085.0
