Entity,Code,Year,Annual CO₂ emissions
Central African Republic,CAF,2024,394681.0
Montserrat,MSR,2024,26579.0
Kazakhstan,KAZ,2024,287005950.0
Slovakia,SVK,2024,29090958.0
Aruba,ABW,2024,920644.0
