Entity,Code,Year,Annual CO₂ emissions
Kazakhstan,KAZ,2024,287005950.0
Gabon,GAB,2024,5398794.0
Nauru,NRU,2024,61390.0
Kyrgyzstan,KGZ,2024,11770158.0
Philippines,PHL,2024,174878000.0
