Entity,Code,Year,Annual CO₂ emissions
Sudan,SDN,2024,17794800.0
Madagascar,MDG,2024,4528381.0
Myanmar,MMR,2024,31603438.0
Lithuania,LTU,2024,12541509.0
Zambia,ZMB,2024,12043299.0
