Entity,Code,Year,Annual CO₂ emissions
Andorra,AND,2024,424663.0
Curacao,CUW,2024,2289628.0
Iran,IRN,2024,792631200.0
Mauritius,MUS,2024,4673616.0
Lithuania,LTU,2024,12541509.0
