Entity,Code,Year,Annual CO₂ emissions
Bolivia,BOL,2024,28708664.0
Andorra,AND,2024,424663.0
Greece,GRC,2024,53360840.0
United Kingdom,GBR,2024,312905540.0
Mongolia,MNG,2024,44693890.0
