Entity,Code,Year,Annual CO₂ emissions
Estonia,EST,2024,8306777.0
Switzerland,CHE,2024,32071708.0
Cote d'Ivoire,CIV,2024,14828585.0
Bahrain,BHR,2024,39003456.0
Curacao,CUW,2024,2289628.0
