Entity,Code,Year,Annual CO₂ emissions
Kyrgyzstan,KGZ,2024,11770158.0
Gambia,GMB,2024,802774.0
Bosnia and Herzegovina,BIH,2024,19425932.0
French Polynesia,PYF,2024,922867.0
Greenland,GRL,2024,618963.0
