Entity,Code,Year,Annual CO₂ emissions
Ethiopia,ETH,2024,17837292.0
Taiwan,TWN,2024,262344820.0
Uganda,UGA,2024,6333810.0
Bermuda,BMU,2024,550001.0
Albania,ALB,2024,4444448.0
