Entity,Code,Year,Annual CO₂ emissions
Democratic Republic of Congo,COD,2024,5904451.0
British Virgin Islands,VGB,2024,192507.0
Andorra,AND,2024,424663.0
Kenya,KEN,2024,21225434.0
Jordan,JOR,2024,23219138.0
