Entity,Code,Year,Annual CO₂ emissions
Paraguay,PRY,2024,7936718.0
Georgia,GEO,2024,11784258.0
Niue,NIU,2024,7627.0
Bahamas,BHS,2024,3069679.0
Qatar,QAT,2024,125812260.0
